measuring location,id,datetime,S3 location,IP address,network latency,1kb (retrieval latency),10kb,100kb,1mb,10mb
california,68,19.11-19.40,ireland,54.239.132.173,0.777,.000618,.000441,.000685,.000669,.000628,
california,69,19.11-20.40,ireland,54.230.119.86,0.751,.000687,.000710,.000433,.000627,.000616,
california,70,19.11-21.40,ireland,54.230.119.118,0.803,.000721,.000676,.000409,.000473,.000634,
california,71,19.11-22.40,ireland,54.230.117.156,0.807,.000667,.000681,.000664,.000692,.000591,
california,72,19.11-23.40,ireland,54.230.119.189,0.700,.000798,.000671,.000683,.000708,.000713,
california,73,20.11-00.40,ireland,54.192.118.243,0.841,.000665,.000672,.000479,.000626,.000683,
california,74,20.11-01.40,ireland,54.230.118.136,0.813,.000660,.000641,.000679,.000672,.000454,
california,75,20.11-02.40,ireland,54.230.119.58,0.869,.000638,.000684,.000699,.000622,.000620,
california,76,20.11-03.40,ireland,54.239.132.98,0.838,.000653,.000660,.000715,.000666,.000704,
california,77,20.11-04.40,ireland,54.239.132.250,0.829,,,,.000697,.000629,
california,78,20.11-05.40,ireland,54.192.118.222,0.754,.000613,.000464,.000455,.000475,.000453,
california,79,20.11-06.40,ireland,54.230.118.187,1.001,.000656,.000612,.000405,.000697,.000793,
california,80,20.11-07.40,ireland,54.239.132.147,0.839,.000652,.000653,.000489,.000669,.000676,
california,81,20.11-08.40,ireland,54.230.117.86,0.881,.000428,.000537,.000625,.000679,.000496,
california,82,20.11-09.40,ireland,,2.281,.002275,.002139,.003209,.002996,,
california,83,20.11-10.40,ireland,54.239.132.147,0.734,.000449,.000696,.000696,.000502,.000422,
california,84,20.11-11.40,ireland,54.230.117.69,0.846,.000480,.000691,.000696,.000627,.000692,
california,85,20.11-12.40,ireland,54.230.117.50,0.789,.000694,.000679,.000700,.000678,.000678,
california,86,20.11-13.40,ireland,54.192.118.232,0.832,.000636,.000550,.000680,.000726,.000659,
california,87,20.11-14.40,ireland,54.230.116.239,0.812,.000688,.000736,.000674,.000758,.000660,
california,88,19.11-17.40,sydney,54.230.143.14,3.321,.002686,.003204,.002952,.003275,.002847,
california,89,19.11-18.40,sydney,54.230.117.21,0.879,.000676,.000710,.000627,.000649,.000658,
california,90,19.11-19.40,sydney,54.230.118.138,0.721,.000419,.000461,.000673,.000667,.000648,
california,91,19.11-20.40,sydney,54.230.119.58,0.794,.000654,.000693,.000637,.000744,.000615,
california,92,19.11-21.40,sydney,54.230.117.10,0.800,.000661,.000795,.000674,.000616,.000662,
california,93,19.11-22.40,sydney,54.239.132.86,0.786,.000719,.000840,.000805,.000627,.000697,
california,94,19.11-23.40,sydney,54.230.116.98,0.766,,,,.000622,.000409,
california,95,20.11-00.40,sydney,54.230.118.187,0.826,.000629,.000467,.000648,.000421,.000656,
california,96,20.11-01.40,sydney,54.230.116.136,0.742,.000708,.000428,.000685,.000670,.000624,
california,97,20.11-02.40,sydney,54.230.117.152,0.866,.001457,.000684,.000692,.000408,.000626,
california,98,20.11-03.40,sydney,54.239.132.233,0.773,.000665,.000419,.000664,.000876,.000676,
california,99,20.11-04.40,sydney,54.239.132.41,0.980,.000679,.000700,.000541,.000717,.000455,
california,100,20.11-05.40,sydney,54.230.119.150,0.782,.000696,.000712,.000676,.000446,.000697,
california,101,20.11-06.40,sydney,54.230.119.66,0.736,.000720,.000510,.000468,.000666,.000647,
california,102,20.11-07.40,sydney,54.230.119.71,0.763,.000661,.000911,.000680,.000685,.000662,
california,103,20.11-08.40,sydney,54.230.116.154,0.816,.000665,.000681,.000639,.000677,.000732,
california,104,20.11-09.40,sydney,54.230.116.239,0.757,.000715,.000677,.000710,.000690,.000714,
california,105,20.11-10.40,sydney,54.192.118.238,0.864,,.000663,.000688,.000703,.000472,
california,106,20.11-11.40,sydney,54.230.118.248,0.865,.000699,.000591,.000722,.000396,.000450,
california,107,20.11-12.40,sydney,54.230.116.72,0.787,.000516,.000681,.000607,.000685,.000674,
california,108,20.11-13.40,sydney,54.230.116.239,0.850,.000607,.000697,.000672,.000622,.000696,
california,109,20.11-14.40,sydney,54.239.132.90,0.746,.000689,.000834,.000658,.000686,.000402,
california,110,19.11-17.40,usstandard,205.251.215.126,3.408,.002144,.002102,.002466,.001970,.002168,
california,111,19.11-18.40,usstandard,54.192.118.233,0.738,,.000720,.000463,.000702,.000667,
california,112,19.11-19.40,usstandard,54.230.116.72,0.672,,,,.000486,.000551,
california,113,19.11-20.40,usstandard,54.230.117.157,0.765,,,,.000464,.000740,
california,114,19.11-21.40,usstandard,54.230.119.71,0.752,.000660,.000442,.000362,.000494,.000626,
california,115,19.11-22.40,usstandard,54.192.118.236,0.706,.000390,.000716,.000550,.000422,.000692,
california,116,19.11-23.40,usstandard,54.230.117.69,0.652,.000717,,,.000637,.000705,
california,117,20.11-00.40,usstandard,54.192.118.232,0.768,.000482,.000410,.000625,.000714,.000652,
california,118,20.11-01.40,usstandard,54.239.132.84,0.669,.000712,.000442,.000685,.000680,.000666,
california,119,20.11-02.40,usstandard,54.230.117.42,0.764,.000726,.000739,.000696,.000649,.000670,
california,120,20.11-03.40,usstandard,54.230.118.138,0.755,.000686,.000678,.000649,.000578,.000819,
california,121,20.11-04.40,usstandard,54.230.116.73,0.789,.000672,.000665,.000609,.000715,.000603,
california,122,20.11-05.40,usstandard,54.230.116.154,0.757,.000470,.000409,.000938,.000443,.000689,
california,123,20.11-06.40,usstandard,54.192.118.224,0.675,.000691,.000685,.000689,.000725,.000423,
california,124,20.11-07.40,usstandard,54.239.132.83,0.688,.000650,.000715,.000815,.000675,.000659,
california,125,20.11-08.40,usstandard,54.230.118.143,0.689,.000685,.000713,.000439,.000662,.000656,
california,126,20.11-09.40,usstandard,54.230.119.118,0.699,.000738,.000701,.000655,.000398,.000737,
california,127,20.11-10.40,usstandard,54.239.132.173,0.705,.000677,.000481,.000686,.000710,.000538,
california,128,20.11-11.40,usstandard,54.192.118.246,0.730,.000694,.000667,.000677,.000736,.000665,
california,129,20.11-12.40,usstandard,54.230.116.53,0.766,.000700,.000628,.000685,.000449,.000650,
california,130,20.11-13.40,usstandard,54.239.132.249,0.692,.000709,.000599,.000594,.000661,.000654,
california,131,20.11-14.40,usstandard,54.239.132.26,0.773,.000634,.000692,.000871,.000639,.000669,
california,132,19.11-17.40,saopaulo,,2.223,.002177,.002425,.002495,.002834,,
california,133,19.11-18.40,saopaulo,54.239.132.233,0.743,.000452,.000684,.000438,.000427,.000733,
california,134,19.11-19.40,saopaulo,54.239.132.196,0.789,.000669,.000724,.000691,.000581,.000714,
california,135,19.11-20.40,saopaulo,54.230.119.125,0.770,.000688,.000722,.000458,.000666,.000708,
california,136,19.11-21.40,saopaulo,54.230.118.136,0.809,.000678,.000664,.000636,.000702,.000636,
california,137,19.11-22.40,saopaulo,54.230.117.238,0.809,.000639,.000636,.000691,.000617,.000644,
california,138,19.11-23.40,saopaulo,54.230.116.164,0.780,.000751,.000464,.000676,.000724,.000606,
california,139,20.11-00.40,saopaulo,54.230.118.239,0.905,.000559,.000541,.000474,.000715,.000637,
california,140,20.11-01.40,saopaulo,54.192.118.242,0.861,.000610,.000601,.000407,.000626,.000583,
california,141,20.11-02.40,saopaulo,54.230.119.118,0.756,.000402,.000604,.000692,.000838,.000713,
california,142,20.11-03.40,saopaulo,54.192.118.243,0.795,.000701,,,.000663,.000659,
california,143,20.11-04.40,saopaulo,54.230.116.128,0.737,.000502,.000479,.000710,.000661,.000675,
california,144,20.11-05.40,saopaulo,54.192.118.222,0.880,.000768,.000469,.000700,.000468,.000504,
california,145,20.11-06.40,saopaulo,54.192.118.243,0.841,.000510,.000482,.000444,.000575,.000716,
california,146,20.11-07.40,saopaulo,54.192.118.234,0.798,.000711,.000733,.000673,.000737,.000394,
california,147,20.11-08.40,saopaulo,54.239.132.147,0.657,.000670,.000439,.000683,.000722,.000446,
california,148,20.11-09.40,saopaulo,54.192.118.240,0.737,,.000655,.000425,.000616,.000716,
california,149,20.11-10.40,saopaulo,54.239.132.233,0.806,.000420,.000692,.000600,.000627,.000747,
california,150,20.11-11.40,saopaulo,54.230.119.12,0.856,.000705,.000573,.000648,.000724,.000648,
california,151,20.11-12.40,saopaulo,54.230.118.114,0.746,.000641,.000651,.000701,.000602,.000684,
california,152,20.11-13.40,saopaulo,54.230.119.125,0.748,,,,.000659,.000657,
california,153,20.11-14.40,saopaulo,54.192.118.221,0.754,.000573,.000566,.000435,.000526,.000687,
california,154,19.11-17.40,tokyo,54.230.140.126,3.374,.002980,.001991,.003479,.002202,.002235,
california,155,19.11-18.40,tokyo,54.230.117.154,0.818,.000738,,.000741,.000742,.000455,
california,156,19.11-19.40,tokyo,54.230.116.128,0.767,.000473,.000425,.000629,.000481,.000916,
california,157,19.11-20.40,tokyo,54.192.118.240,0.721,.000660,.000695,.000655,.000689,.000539,
california,158,19.11-21.40,tokyo,54.192.118.221,0.736,.000461,.000692,.000621,.000931,.000610,
california,159,19.11-22.40,tokyo,54.230.118.138,0.693,.000398,,,.000421,.000711,
california,160,19.11-23.40,tokyo,54.230.118.143,0.701,.000677,.000788,.000666,.000624,.000641,
california,161,20.11-00.40,tokyo,54.230.117.50,0.840,.000600,.000480,.000692,.000662,.000421,
california,162,20.11-01.40,tokyo,54.192.118.220,0.787,.000664,.000695,.000667,.000685,.000687,
california,163,20.11-02.40,tokyo,54.230.117.86,0.746,.000692,.000444,.000621,.000412,.000427,
california,164,20.11-03.40,tokyo,54.230.118.239,0.774,,,,.000714,.000471,
california,165,20.11-04.40,tokyo,54.192.118.222,0.734,.000721,.000697,.000661,.000694,.000903,
california,166,20.11-05.40,tokyo,54.192.118.232,0.731,.000599,.000691,.000628,.000399,.000785,
california,167,20.11-06.40,tokyo,54.239.132.98,0.769,.000667,.000673,.000714,.000393,.000680,
california,168,20.11-07.40,tokyo,54.230.117.21,0.780,.000673,.000706,.000689,.000687,.000736,
california,169,20.11-08.40,tokyo,54.230.116.72,1.069,.000430,.000589,.000733,.000449,.000379,
california,170,20.11-09.40,tokyo,54.239.132.83,0.822,.000691,.000685,.000660,.000446,.000574,
california,171,20.11-10.40,tokyo,54.230.116.154,0.744,.000472,.000633,.000492,.000604,.000635,
california,172,20.11-11.40,tokyo,54.230.118.146,0.731,.000435,.000400,.000710,.000697,.000655,
california,173,20.11-12.40,tokyo,54.239.132.98,1.238,.000630,.000628,.000643,.000429,.000638,
california,174,20.11-13.40,tokyo,54.230.119.165,0.884,.000651,.000689,.000584,.000681,.000536,
california,175,20.11-14.40,tokyo,54.230.117.21,0.820,.000759,.000693,.000730,.000610,.000626,
california,176,19.11-17.40,frankfurt,54.230.141.54,5.181,.002184,.002834,.002469,.002254,.003049,
california,177,19.11-18.40,frankfurt,,0.861,.000668,.000649,,.000668,,
california,178,19.11-19.40,frankfurt,54.230.118.239,0.745,.000697,.000625,.000593,.000718,.000652,
california,179,19.11-20.40,frankfurt,54.230.118.136,0.748,,.000605,.000628,.000712,.000741,
california,180,19.11-21.40,frankfurt,54.230.119.150,0.802,.000606,.000702,.000620,.000655,.000687,
california,181,19.11-22.40,frankfurt,54.230.118.138,0.846,.000688,.000444,.000632,.000446,.000477,
california,182,19.11-23.40,frankfurt,54.192.118.240,0.745,,,.000653,.000416,.000620,
california,183,20.11-00.40,frankfurt,54.192.118.222,0.773,.000648,.000699,.000652,.000685,.000549,
california,184,20.11-01.40,frankfurt,54.230.119.71,0.778,.000677,.000696,.000698,.000616,.000594,
california,185,20.11-02.40,frankfurt,54.230.119.110,0.755,.000401,.000709,.000430,.000739,.000591,
california,186,20.11-03.40,frankfurt,54.230.117.15,0.727,.000703,.000740,.001067,.000679,.000807,
california,187,20.11-04.40,frankfurt,54.230.117.5,0.811,.000714,.000689,.001018,.000687,.000440,
california,188,20.11-05.40,frankfurt,54.230.117.5,0.770,,.000725,.000705,.000715,.000718,
california,189,20.11-06.40,frankfurt,54.230.119.94,0.723,.000403,.000491,.000471,.000459,.000729,
california,190,20.11-07.40,frankfurt,54.192.118.238,0.653,.000645,,,.000508,.000655,
california,191,20.11-08.40,frankfurt,54.192.118.247,0.777,,,,.000634,.000606,
california,192,20.11-09.40,frankfurt,54.230.116.72,0.759,.000678,.000439,.000700,.000676,.000691,
california,193,20.11-10.40,frankfurt,54.239.132.90,0.812,,,,.000673,.000452,
california,194,20.11-11.40,frankfurt,54.230.118.235,0.816,,,,.000824,.000666,
california,195,20.11-12.40,frankfurt,54.239.132.166,0.746,.000666,.000628,.000628,.000433,.000664,
california,196,20.11-13.40,frankfurt,54.192.118.230,0.732,.000665,.000618,.000698,.000675,.000687,
california,197,20.11-14.40,frankfurt,54.230.119.106,0.802,.000485,.000633,.000532,.000656,.000619,
ireland,0,19.11-17.32,oregon,54.230.30.221,1.484,.001012,.001157,.001433,.001040,.001223,
ireland,1,19.11-18.30,oregon,54.230.30.73,1.696,,.001495,.001195,.001256,.001501,
ireland,2,19.11-19.30,oregon,54.230.21.222,85.014,.096458,,.096457,.094770,.089626,
ireland,3,19.11-20.30,oregon,54.230.30.221,1.278,.001073,.001209,.001107,.001121,.001428,
ireland,4,19.11-21.30,oregon,54.230.186.114,19.949,,.019111,.020114,.019786,.019133,
ireland,5,19.11-22.30,oregon,54.230.30.53,1.211,.001174,.001156,.001265,.001178,.001426,
ireland,6,19.11-23.30,oregon,54.230.30.209,1.463,.001163,.001130,.001146,.001017,.001445,
ireland,7,20.11-00.30,oregon,54.230.30.205,1.248,.001169,.001186,.001214,.001149,.000976,
ireland,8,20.11-01.30,oregon,54.230.30.11,1.396,,.001336,.000881,.001142,.001367,
ireland,9,20.11-02.30,oregon,54.230.30.189,1.375,.001500,.001429,.001168,.001372,.001388,
ireland,10,20.11-03.30,oregon,54.230.30.213,1.266,.001106,.001249,.001165,.001155,.001232,
ireland,11,20.11-04.30,oregon,54.230.21.115,86.282,,.085497,.086818,.089728,.089736,
ireland,12,20.11-05.30,oregon,54.230.30.37,1.459,.001257,.001174,.001290,.001137,.001168,
ireland,13,20.11-06.30,oregon,54.230.30.221,1.269,.001221,.001209,.001014,.001176,.001169,
ireland,14,20.11-07.30,oregon,54.230.31.7,1.298,,.001178,.001137,.001117,.001125,
ireland,15,20.11-08.30,oregon,216.137.41.243,89.689,.085564,.086302,.086356,.087234,.087213,
ireland,16,20.11-09.30,oregon,54.230.30.50,1.354,.001379,,.001013,.001176,.001196,
ireland,17,20.11-10.30,oregon,54.230.30.69,1.249,.001287,.001500,.001120,.001312,.002172,
ireland,18,20.11-11.30,oregon,54.230.30.28,1.258,.001330,.001401,.001096,.001273,.001231,
ireland,19,20.11-12.30,oregon,,89.695,.086850,.085623,.085981,.086431,,
ireland,20,20.11-13.30,oregon,54.230.20.109,89.824,.089494,.086633,.088559,.089349,.089709,
ireland,21,19.11-17.32,california,54.230.23.104,94.977,.089785,.089844,.084746,.096716,.096956,
ireland,22,19.11-18.30,california,54.192.30.218,1.382,.001445,.001389,.001134,.001152,.001240,
ireland,23,19.11-19.30,california,54.230.20.48,84.964,.094824,.096221,.101500,.095948,.095833,
ireland,24,19.11-20.30,california,54.192.30.136,1.445,.001196,.001165,.001169,.001131,.001219,
ireland,25,19.11-21.30,california,54.230.23.46,85.234,.094857,.094582,.095905,.096644,.088700,
ireland,26,19.11-22.30,california,54.239.158.213,18.246,.018136,.018174,.018169,.018080,.018152,
ireland,27,19.11-23.30,california,54.230.187.34,18.058,.018095,.018100,.018159,.018180,.018113,
ireland,28,20.11-00.30,california,54.230.30.5,1.419,.001234,.001196,,.001265,.001155,
ireland,29,20.11-01.30,california,54.192.29.229,1.231,.001484,,,.001205,.001396,
ireland,30,20.11-02.30,california,216.137.41.64,88.703,.089805,.088492,.087093,.087049,.089787,
ireland,31,20.11-03.30,california,54.230.30.37,1.246,.001215,.001166,.001148,.001373,.001432,
ireland,32,20.11-04.30,california,54.230.30.50,1.481,.001183,.001217,.001181,.001159,.001184,
ireland,33,20.11-05.30,california,54.192.30.188,1.450,.001344,,.001136,.001223,.001130,
ireland,34,20.11-06.30,california,54.230.31.9,1.214,.000959,.001421,.001178,.001131,.001249,
ireland,35,20.11-07.30,california,54.230.22.189,85.661,.089550,,.085472,.085635,.086608,
ireland,36,20.11-08.30,california,54.230.30.217,1.344,.001444,.001159,.001207,.001201,.001122,
ireland,37,20.11-09.30,california,54.230.30.239,1.482,.001382,.000927,.001094,.001246,.001381,
ireland,38,20.11-10.30,california,54.230.30.215,1.375,.001361,.000995,.001203,.001444,.001423,
ireland,39,20.11-11.30,california,216.137.41.37,88.679,.086742,.086191,.088470,.089591,.089562,
ireland,40,20.11-12.30,california,54.192.30.137,1.422,.001192,.001179,.001242,.001184,.001243,
ireland,41,20.11-13.30,california,54.230.23.144,86.336,.085894,.086186,.086660,.089746,.087166,
ireland,42,19.11-17.32,singapore,54.230.21.160,86.243,.085008,.096273,.088734,.094978,.096140,
ireland,43,19.11-18.30,singapore,54.230.30.50,1.335,.001401,.001023,.001254,,.001093,
ireland,44,19.11-19.30,singapore,54.230.30.38,1.429,.001170,.001190,.001007,.001201,.001215,
ireland,45,19.11-20.30,singapore,54.230.195.137,88.388,.091168,.088989,.084812,.084797,.086939,
ireland,46,19.11-21.30,singapore,54.230.30.251,1.345,.001185,,,.001173,.001191,
ireland,47,19.11-22.30,singapore,54.230.30.232,1.499,.001460,.001183,.001154,.001437,.001167,
ireland,48,19.11-23.30,singapore,54.230.30.250,1.288,.001425,.001197,.001167,.001388,.001130,
ireland,49,20.11-00.30,singapore,54.230.30.249,1.219,,.001172,.001267,.001198,.001403,
ireland,50,20.11-01.30,singapore,54.230.30.11,1.538,.001172,.001459,.000948,.001193,.001400,
ireland,51,20.11-02.30,singapore,54.230.30.222,1.489,.001218,.001267,.001468,.001220,.001180,
ireland,52,20.11-03.30,singapore,54.230.20.115,88.721,.089629,.086403,.085485,.086199,.089857,
ireland,53,20.11-04.30,singapore,54.230.30.213,1.318,.001004,.001252,.001463,.000928,.001247,
ireland,54,20.11-05.30,singapore,54.230.20.109,85.709,.088979,.089066,.089715,.088322,.088839,
ireland,55,20.11-06.30,singapore,54.192.30.227,1.265,.001115,.001393,.001173,.001421,.001427,
ireland,56,20.11-07.30,singapore,,1.216,.001179,.001149,.001376,.001161,,
ireland,57,20.11-08.30,singapore,54.230.30.254,1.405,.001246,.000959,.001205,.001159,.001232,
ireland,58,20.11-09.30,singapore,54.230.30.52,1.383,.001203,.001132,.001434,.001358,.001251,
ireland,59,20.11-10.30,singapore,54.230.30.189,1.396,.001257,.001346,.001285,.001169,.001150,
ireland,60,20.11-11.30,singapore,216.137.41.10,87.298,.088634,.085640,.085879,.085868,.087205,
ireland,61,20.11-12.30,singapore,54.192.30.194,1.442,.001442,.001398,.001228,.000975,.001214,
ireland,62,20.11-13.30,singapore,54.230.186.198,18.053,.017921,.018086,.017984,.018059,.017871,
ireland,63,19.11-17.32,ireland,54.230.31.6,1.760,.001188,.001076,.001131,.001646,.001219,
ireland,64,19.11-18.30,ireland,216.137.41.240,88.459,.094979,,.094975,.088473,.088496,
ireland,65,19.11-19.30,ireland,54.230.20.43,94.905,.094580,.096143,.095095,.096399,.094907,
ireland,66,19.11-20.30,ireland,54.230.31.8,1.329,.001185,.001193,.001151,.001176,.001310,
ireland,67,19.11-21.30,ireland,54.230.30.226,1.508,,,.001131,.001134,.000909,
ireland,68,19.11-22.30,ireland,54.230.30.245,1.504,.001168,.001183,.001100,.001010,.001415,
ireland,69,19.11-23.30,ireland,54.230.30.246,1.214,.001198,,,.001407,.001062,
ireland,70,20.11-00.30,ireland,54.192.29.221,1.247,.001128,.001201,,.000862,.001465,
ireland,71,20.11-01.30,ireland,216.137.41.252,86.457,.088622,.088112,.085724,.088621,.085974,
ireland,72,20.11-02.30,ireland,216.137.41.227,88.722,.088248,.086106,.089722,.089811,.088328,
ireland,73,20.11-03.30,ireland,54.230.30.243,1.220,.001168,.001406,,,.001144,
ireland,74,20.11-04.30,ireland,54.230.30.221,1.188,.000948,.001139,.001139,.001203,.001418,
ireland,75,20.11-05.30,ireland,54.192.30.214,1.387,,,.001409,.001141,.001247,
ireland,76,20.11-06.30,ireland,54.230.30.37,1.459,.001225,.001192,.001095,.001441,.001140,
ireland,77,20.11-07.30,ireland,54.230.30.207,1.446,.001367,.001164,.001178,.001506,.001291,
ireland,78,20.11-08.30,ireland,54.230.30.242,1.339,.001560,.001168,,.001433,.001264,
ireland,79,20.11-09.30,ireland,54.230.22.189,86.211,.085532,.088481,.089558,.088473,.085447,
ireland,80,20.11-10.30,ireland,54.230.21.51,87.121,.089417,.085961,.088348,.088423,.089995,
ireland,81,20.11-11.30,ireland,54.230.30.239,1.259,.001306,.001164,,,.001104,
ireland,82,20.11-12.30,ireland,54.230.30.28,1.305,.001380,,,.001202,.001386,
ireland,83,20.11-13.30,ireland,54.230.21.79,89.931,.090475,.085857,.090191,.089493,.085909,
ireland,84,19.11-17.32,sydney,54.230.30.47,1.456,.001166,.001462,.001182,.001371,.000925,
ireland,85,19.11-18.30,sydney,54.230.30.71,1.334,.001453,.000979,.001215,.001457,.000945,
ireland,86,19.11-19.30,sydney,54.230.22.101,96.659,.096360,.089737,.084925,,.095840,
ireland,87,19.11-20.30,sydney,54.230.219.130,85.193,.085294,.081508,.085872,.085697,.086328,
ireland,88,19.11-21.30,sydney,54.192.216.173,79.544,.078623,.082391,.045141,.085469,.076527,
ireland,89,19.11-22.30,sydney,54.192.30.225,1.514,.001142,.001345,.001207,.001223,.001174,
ireland,90,19.11-23.30,sydney,54.230.30.38,1.295,.001199,.001184,.001062,.001431,.001165,
ireland,91,20.11-00.30,sydney,54.230.20.98,89.925,,.085424,.088441,.085428,.088517,
ireland,92,20.11-01.30,sydney,54.230.30.235,1.270,.001207,.001140,.001115,.001272,.001208,
ireland,93,20.11-02.30,sydney,54.230.20.27,88.530,.086813,.089896,.088473,.086984,.088520,
ireland,94,20.11-03.30,sydney,54.230.30.189,1.559,,.001199,.001131,.001177,.001440,
ireland,95,20.11-04.30,sydney,54.230.30.72,1.312,,,.001229,.001562,.001448,
ireland,96,20.11-05.30,sydney,54.230.23.104,88.517,.086966,.089777,.088395,.088432,.090014,
ireland,97,20.11-06.30,sydney,216.137.41.227,87.237,.088499,.085426,.088421,.088234,.089448,
ireland,98,20.11-07.30,sydney,54.230.30.218,1.309,,.001134,.001191,.001185,.001129,
ireland,99,20.11-08.30,sydney,54.230.20.252,86.016,.085762,.088728,.089731,.085623,.088602,
ireland,100,20.11-09.30,sydney,54.230.30.68,1.464,.001200,.001413,,.001442,.001247,
ireland,101,20.11-10.30,sydney,54.192.30.195,1.526,.001315,,,.001100,.001217,
ireland,102,20.11-11.30,sydney,54.230.30.218,1.347,.001249,.001216,.001320,.001148,.001222,
ireland,103,20.11-12.30,sydney,54.230.30.234,1.337,.001147,.001071,.001034,.001112,.001375,
ireland,104,20.11-13.30,sydney,54.192.30.229,1.381,.001140,.001167,.001181,.001162,.001200,
ireland,105,19.11-17.32,usstandard,54.192.29.221,1.428,.001169,.001165,.000920,.001515,.001026,
ireland,106,19.11-18.30,usstandard,54.192.30.138,1.350,.001266,.001020,.001199,.001039,.001136,
ireland,107,19.11-19.30,usstandard,54.230.30.244,1.398,.001216,,,.001179,.001285,
ireland,108,19.11-20.30,usstandard,54.230.30.206,1.553,,,.001224,.001378,.001165,
ireland,109,19.11-21.30,usstandard,54.192.30.137,1.407,.001404,.001490,.001305,.001362,.001234,
ireland,110,19.11-22.30,usstandard,54.230.30.214,1.330,.001189,.001158,.001404,.001403,.001489,
ireland,111,19.11-23.30,usstandard,54.230.30.47,1.281,.001152,.001431,.000890,.001368,.001150,
ireland,112,20.11-00.30,usstandard,54.230.30.5,1.318,.001743,.001256,.001263,.001112,.001009,
ireland,113,20.11-01.30,usstandard,54.230.21.108,87.267,.088602,.085627,.085434,.089982,.085922,
ireland,114,20.11-02.30,usstandard,54.230.30.212,1.250,.001383,.001062,.001277,.001181,.001445,
ireland,115,20.11-03.30,usstandard,54.230.30.50,1.429,,.001448,.001391,.001150,.001218,
ireland,116,20.11-04.30,usstandard,54.230.30.73,1.479,.001396,.001209,.001171,.001489,.000898,
ireland,117,20.11-05.30,usstandard,216.137.41.107,85.628,.086600,.086018,.087147,.088193,.086461,
ireland,118,20.11-06.30,usstandard,,88.312,,.088527,.089552,.088628,,
ireland,119,20.11-07.30,usstandard,54.230.21.222,88.366,.088220,.087315,.088301,.089550,.085501,
ireland,120,20.11-08.30,usstandard,54.230.20.109,85.708,.088566,.085515,.088082,.087260,.089800,
ireland,121,20.11-09.30,usstandard,54.192.30.221,1.190,.001316,.001243,.001209,.001211,.001201,
ireland,122,20.11-10.30,usstandard,54.230.30.68,1.287,.001172,.001448,.001411,.001410,.001134,
ireland,123,20.11-11.30,usstandard,54.230.30.72,1.235,.001293,.001398,.001200,.001229,.001032,
ireland,124,20.11-12.30,usstandard,54.192.30.224,1.339,,.001217,.001413,.001158,.001170,
ireland,125,20.11-13.30,usstandard,54.230.186.236,18.151,.018076,.017884,.018051,.017848,.018090,
ireland,126,19.11-17.32,saopaulo,54.230.219.200,81.939,.086978,.087563,.087774,.083704,.084145,
